index,label
2037,-1.0
2052,0.0
2064,-1.0
2074,0.0
2078,0.0
2085,1.0
2098,0.0
2102,1.0
2103,0.0
2104,1.0
2119,0.0
2125,1.0
2131,0.0
2145,1.0
2168,0.0
2170,1.0
2172,0.0
2181,1.0
2186,0.0
2191,0.0
2200,0.0
2213,0.0
2214,0.0
2227,1.0
2228,0.0
2229,1.0
2237,0.0
2239,0.0
2250,0.0
2256,1.0
2257,0.0
2259,1.0
2272,0.0
2282,0.0
2290,0.0
2291,0.0
2293,0.0
2302,0.0
2312,0.0
2324,0.0
2331,0.0
2340,0.0
2343,0.0
2347,0.0
2349,0.0
2356,0.0
2360,0.0
2362,0.0
2363,0.0
2369,0.0
2376,0.0
2379,1.0
2381,0.0
2382,1.0
2383,0.0
2384,1.0
2389,0.0
2394,1.0
2422,0.0
2429,1.0
2434,0.0
2438,0.0
2447,0.0
2461,1.0
2463,0.0
2466,1.0
2472,0.0
2473,1.0
2474,0.0
2487,1.0
2502,-1.0
2511,0.0
2516,-1.0
2528,1.0
2540,0.0
2542,1.0
2562,0.0
2586,0.0
2602,0.0
2610,0.0
2615,0.0
2627,1.0
2641,0.0
2642,1.0
2646,0.0
2654,1.0
2669,0.0
2673,1.0
2689,0.0
2691,1.0
2697,0.0
2699,0.0
2706,-1.0
2723,0.0
2729,-1.0
2747,1.0
2751,0.0
2756,1.0
2771,0.0
2774,1.0
2785,0.0
2793,0.0
2797,0.0
2820,0.0
2821,0.0
2828,0.0
2831,0.0
2834,0.0
2838,0.0
2843,1.0
2849,0.0
2854,1.0
2884,0.0
2901,1.0
2918,0.0
2925,0.0
2926,0.0
2927,0.0
2930,0.0
2947,0.0
2956,-1.0
2964,0.0
2972,-1.0
2982,0.0
2987,-1.0
2992,0.0
2995,-1.0
2998,0.0
3005,-1.0
3008,0.0
3011,-1.0
3014,0.0
3023,-1.0
3035,0.0
3039,-1.0
3048,1.0
3051,0.0
3055,1.0
3081,-1.0
3082,0.0
3084,-1.0
3092,0.0
3095,0.0
3100,1.0
3101,0.0
3102,1.0
3104,0.0
3106,1.0
3124,0.0
3128,1.0
3130,0.0
3134,1.0
3135,0.0
3137,1.0
3154,-1.0
3162,0.0
3165,-1.0
3180,0.0
3184,0.0
3195,0.0
3200,-1.0
3201,1.0
3215,-1.0
3221,0.0
3226,-1.0
3248,1.0
3260,0.0
3261,1.0
3262,0.0
3264,1.0
3278,0.0
3284,0.0
3285,0.0
3298,1.0
3306,0.0
3311,1.0
3334,0.0
3351,1.0
3354,0.0
3366,1.0
3377,0.0
3378,1.0
3379,0.0
3381,1.0
3399,0.0
3413,0.0
3423,-1.0
3443,0.0
3445,-1.0
3452,0.0
3453,-1.0
3462,0.0
3479,-1.0
3485,0.0
3490,-1.0
3499,0.0
3500,-1.0
3504,0.0
3519,-1.0
3529,0.0
3536,0.0
3543,1.0
3556,0.0
3561,0.0
3576,-1.0
3577,0.0
3580,-1.0
3607,1.0
3631,-1.0
3652,0.0
3654,-1.0
3660,0.0
3671,0.0
3677,1.0
3690,0.0
3691,0.0
3692,0.0
3694,0.0
3702,0.0
3704,1.0
3706,0.0
3715,1.0
3716,0.0
3717,1.0
3724,0.0
3725,1.0
3726,0.0
3732,1.0
3744,-1.0
3749,0.0
3752,-1.0
3770,0.0
3771,-1.0
3780,0.0
3792,-1.0
3803,1.0
3811,0.0
3813,1.0
3816,0.0
3818,1.0
3829,0.0
3835,1.0
3845,0.0
3850,0.0
3851,0.0
3852,0.0
3860,0.0
3872,0.0
3876,0.0
3877,0.0
3884,0.0
3892,1.0
3899,0.0
3900,1.0
3912,0.0
3916,0.0
3926,0.0
3929,0.0
3935,-1.0
3936,0.0
3937,-1.0
3964,0.0
3968,-1.0
3970,0.0
3971,-1.0
3980,0.0
3986,-1.0
3995,0.0
3997,-1.0
3999,0.0
4012,-1.0
4013,0.0
4028,-1.0
4041,0.0
4045,0.0
4047,0.0
4048,0.0
4058,0.0
4071,0.0
4075,1.0
4090,-1.0
4098,0.0
4101,-1.0
4121,0.0
4124,-1.0
4138,1.0
4139,0.0
4140,1.0
4142,0.0
4150,1.0
4167,0.0
4172,1.0
4181,0.0
4182,1.0
4183,0.0
4191,1.0
4201,-1.0
4203,0.0
4208,-1.0
4210,0.0
4211,-1.0
4226,0.0
4229,0.0
4237,1.0
4251,0.0
4253,1.0
4266,0.0
4269,0.0
4270,0.0
4271,0.0
4277,0.0
4290,1.0
4291,0.0
4293,1.0
4299,0.0
4300,1.0
4310,0.0
4311,1.0
4321,0.0
4322,1.0
4324,0.0
4326,1.0
4333,0.0
4340,1.0
4345,0.0
4348,1.0
4351,0.0
4362,1.0
4383,0.0
4384,0.0
4385,0.0
4395,0.0
4399,0.0
4409,1.0
4418,0.0
4427,1.0
4442,0.0
4443,0.0
4452,-1.0
4461,0.0
4466,-1.0
4477,0.0
4478,-1.0
4480,0.0
4481,-1.0
4491,0.0
4500,-1.0
4511,0.0
4516,0.0
4519,0.0
4535,-1.0
4539,0.0
4546,-1.0
4563,0.0
4576,0.0
4583,1.0
4594,0.0
4598,1.0
4613,0.0
4619,0.0
4627,0.0
4639,0.0
4643,0.0
4656,0.0
4658,0.0
4665,1.0
4688,0.0
4704,0.0
4718,0.0
4721,0.0
4727,0.0
4750,0.0
4764,-1.0
4774,0.0
4778,-1.0
4802,0.0
4810,-1.0
4815,0.0
4820,-1.0
4827,0.0
4830,-1.0
4832,0.0
4844,-1.0
4852,0.0
4853,0.0
4862,1.0
4885,-1.0
4886,0.0
4888,-1.0
4890,0.0
4893,0.0
4905,1.0
4927,0.0
4933,0.0
4937,-1.0
4948,0.0
4949,0.0
4952,0.0
4958,-1.0
4964,0.0
4976,-1.0
4977,0.0
4978,-1.0
5003,1.0
5020,0.0
5024,0.0
5030,-1.0
5031,0.0
5043,-1.0
5053,0.0
5055,-1.0
5066,1.0
5068,0.0
5074,1.0
5082,0.0
5087,1.0
5101,0.0
5105,1.0
5108,0.0
5115,1.0
5117,0.0
5119,1.0
5120,0.0
5132,0.0
5142,0.0
5143,0.0
5146,0.0
5164,0.0
5170,-1.0
5186,0.0
5190,0.0
5196,1.0
5200,0.0
5202,0.0
5220,-1.0
5226,0.0
5229,-1.0
5248,0.0
5258,-1.0
5265,0.0
5267,-1.0
5282,0.0
5286,0.0
5290,0.0
5302,-1.0
5304,0.0
5307,0.0
5313,0.0
5322,-1.0
5330,0.0
5333,-1.0
5348,0.0
5351,-1.0
5361,0.0
5370,0.0
5375,0.0
5386,0.0
5389,0.0
5399,0.0
5420,1.0
5441,0.0
5451,1.0
5463,-1.0
5469,0.0
5472,-1.0
5503,0.0
5512,0.0
5513,0.0
5530,0.0
5537,1.0
5546,0.0
5547,1.0
5561,0.0
5563,0.0
5569,0.0
5582,0.0
5588,0.0
5596,0.0
5605,-1.0
5619,0.0
5647,0.0
5651,1.0
5654,0.0
5656,1.0
5663,0.0
5666,1.0
5673,0.0
5679,1.0
5693,0.0
5699,0.0
5702,0.0
5704,0.0
5705,0.0
5723,0.0
5725,0.0
5734,0.0
5739,0.0
5740,0.0
5747,0.0
5748,0.0
5749,0.0
5751,0.0
5759,0.0
5764,0.0
5765,0.0
5782,0.0
5806,0.0
5815,0.0
5826,0.0
5828,0.0
5840,0.0
5845,1.0
5847,0.0
5848,1.0
5850,0.0
5853,1.0
5855,0.0
5860,1.0
5864,0.0
5870,1.0
5879,0.0
5882,0.0
5891,0.0
5907,0.0
5909,0.0
5914,0.0
5920,0.0
5922,0.0
5924,0.0
5938,1.0
5947,0.0
5953,1.0
5969,-1.0
5973,0.0
5983,-1.0
6000,0.0
6003,0.0
6008,0.0
6012,0.0
6014,1.0
6040,0.0
6055,0.0
6069,0.0
6070,0.0
6073,0.0
6076,0.0
6081,0.0
6082,0.0
6083,0.0
6094,0.0
6096,0.0
6097,0.0
6103,0.0
6112,0.0
6121,0.0
6132,0.0
6136,0.0
6140,0.0
6161,0.0
6163,1.0
6166,0.0
6168,1.0
6177,0.0
6184,1.0
6196,0.0
6204,0.0
6206,0.0
6218,0.0
6219,0.0
6220,0.0
6226,0.0
6229,0.0
6236,-1.0
6244,0.0
6246,-1.0
6261,0.0
6268,0.0
6276,0.0
6277,0.0
6279,0.0
6297,0.0
6300,0.0
6301,0.0
6310,0.0
6316,0.0
6317,0.0
6318,0.0
6322,0.0
6323,0.0
6324,0.0
6337,-1.0
6338,0.0
6345,-1.0
6347,0.0
6351,-1.0
6353,0.0
6354,-1.0
6369,0.0
6370,-1.0
6380,0.0
6384,0.0
6388,0.0
6393,0.0
6395,1.0
6396,0.0
6397,0.0
6404,0.0
6407,0.0
6416,0.0
6418,0.0
6437,0.0
6449,0.0
6458,-1.0
6467,0.0
6468,-1.0
6470,0.0
6473,-1.0
6493,0.0
6515,0.0
6519,0.0
6520,0.0
6521,0.0
6524,0.0
6537,0.0
6538,0.0
6539,0.0
6558,0.0
6559,0.0
6563,0.0
6567,0.0
6573,0.0
6584,0.0
6586,0.0
6587,0.0
6604,0.0
6635,0.0
6637,-1.0
6643,0.0
6647,-1.0
6658,0.0
6659,0.0
6662,0.0
6667,0.0
6673,0.0
6675,0.0
6676,0.0
6684,0.0
6688,0.0
6706,0.0
6712,0.0
6717,0.0
6720,0.0
6722,0.0
6723,0.0
6728,0.0
6729,0.0
6744,-1.0
6756,0.0
6767,0.0
6768,0.0
6777,0.0
6784,0.0
6788,0.0
6789,0.0
6790,0.0
6791,0.0
6793,0.0
6803,0.0
6818,0.0
6843,0.0
6845,0.0
6847,0.0
6862,0.0
6874,0.0
6879,0.0
6888,0.0
6907,0.0
6922,0.0
6927,0.0
6960,0.0
6966,0.0
6971,0.0
6991,0.0
7000,0.0
7001,0.0
7003,0.0
7004,0.0
7009,0.0
7020,0.0
7051,0.0
7059,-1.0
7060,0.0
7068,-1.0
7079,0.0
7083,-1.0
7095,0.0
7101,0.0
7109,0.0
7144,-1.0
7158,0.0
7165,0.0
7169,0.0
7171,0.0
7178,1.0
7193,0.0
7196,0.0
7205,0.0
7233,0.0
7241,0.0
7244,0.0
7258,0.0
7259,0.0
7260,0.0
7270,0.0
7272,0.0
7283,1.0
7288,0.0
7289,1.0
7302,0.0
7312,0.0
7314,0.0
7333,0.0
7336,0.0
7337,0.0
7345,-1.0
7347,0.0
7353,-1.0
7370,0.0
7373,-1.0
7391,0.0
7392,0.0
7396,0.0
7421,0.0
7431,1.0
7435,0.0
7436,0.0
7447,0.0
7449,0.0
7453,0.0
7454,0.0
7456,0.0
7458,0.0
7464,0.0
7490,0.0
7495,0.0
7496,0.0
7508,0.0
7513,0.0
7514,0.0
7518,1.0
7524,0.0
7535,1.0
7563,0.0
7598,0.0
7601,0.0
7609,1.0
7624,0.0
7646,0.0
7647,0.0
7654,0.0
7664,0.0
7675,0.0
7677,0.0
7678,0.0
7679,0.0
7692,0.0
7695,0.0
7699,0.0
7715,0.0
7716,0.0
7720,0.0
7736,0.0
7748,0.0
7775,0.0
7778,-1.0
7783,0.0
7784,-1.0
7805,0.0
7809,0.0
7810,0.0
7836,0.0
7837,0.0
7838,0.0
7850,0.0
7876,0.0
7882,0.0
7885,0.0
7892,0.0
7905,0.0
7910,1.0
7924,0.0
7938,1.0
7951,0.0
7953,1.0
7955,0.0
7969,1.0
7984,0.0
8011,0.0
8018,0.0
8021,0.0
8022,0.0
8024,0.0
8026,0.0
8036,0.0
8041,0.0
8055,0.0
8078,0.0
8083,0.0
8095,0.0
8099,1.0
8110,0.0
8126,1.0
8138,0.0
8139,0.0
8141,0.0
8145,0.0
8148,0.0
8167,0.0
8172,0.0
8173,0.0
8175,0.0
8176,0.0
8182,-1.0
8189,0.0
8190,0.0
8200,0.0
8206,0.0
8207,0.0
8208,0.0
8209,0.0
8219,0.0
8236,0.0
8238,0.0
8241,0.0
8246,0.0
8255,0.0
8259,0.0
8260,0.0
8263,0.0
8280,0.0
8281,-1.0
8286,0.0
8298,-1.0
8313,0.0
8315,0.0
8320,0.0
8335,0.0
8336,0.0
8348,0.0
8358,0.0
8362,-1.0
8369,0.0
8382,-1.0
8384,0.0
8392,-1.0
8394,0.0
8396,-1.0
8409,0.0
8410,0.0
8412,0.0
8441,0.0
8457,0.0
8477,-1.0
8493,0.0
8498,0.0
8502,0.0
8532,-1.0
8542,0.0
8546,-1.0
8561,0.0
8578,0.0
8583,0.0
8586,-1.0
8587,0.0
8590,0.0
8598,0.0
8601,-1.0
8605,0.0
8607,-1.0
8608,0.0
8615,-1.0
8634,1.0
8663,0.0
8664,0.0
8669,0.0
8681,0.0
8686,0.0
8689,0.0
8694,0.0
8700,0.0
8708,0.0
8710,0.0
8712,0.0
8714,0.0
8717,0.0
8720,0.0
8724,0.0
8743,0.0
8747,0.0
8748,0.0
8749,0.0
8750,0.0
8763,0.0
8766,0.0
8774,0.0
8786,0.0
8791,0.0
8800,1.0
8826,0.0
8844,0.0
8880,0.0
8883,0.0
8896,0.0
8914,0.0
8915,0.0
8924,0.0
8930,0.0
8932,1.0
8939,0.0
8942,1.0
8947,0.0
8948,1.0
8950,0.0
8951,1.0
8958,0.0
8960,1.0
8978,0.0
8981,0.0
8982,0.0
8995,0.0
8996,0.0
9008,0.0
9009,0.0
9010,0.0
9012,0.0
9030,0.0
9043,0.0
9050,0.0
9057,0.0
9058,0.0
9063,0.0
9067,0.0
9070,0.0
9072,0.0
9080,0.0
9087,0.0
9088,0.0
9089,0.0
9093,0.0
9099,0.0
9103,0.0
9119,0.0
9128,-1.0
9136,0.0
9149,-1.0
9174,0.0
9177,0.0
9186,0.0
9212,0.0
9215,0.0
9217,0.0
9218,0.0
9238,0.0
9251,0.0
9252,0.0
9253,0.0
9272,0.0
9280,0.0
9282,0.0
9288,0.0
9289,0.0
9294,0.0
9305,0.0
9318,0.0
9324,0.0
9326,0.0
9328,0.0
9334,0.0
9353,0.0
9354,0.0
9364,0.0
9372,0.0
9378,0.0
9386,0.0
9387,0.0
9389,0.0
9393,0.0
9395,0.0
9396,0.0
9402,0.0
9412,0.0
9427,0.0
9432,0.0
9436,0.0
9446,0.0
9467,0.0
9499,0.0
9505,1.0
9508,0.0
9509,1.0
9519,0.0
9521,1.0
9522,0.0
9525,1.0
9528,0.0
9535,1.0
9553,0.0
9562,0.0
9563,0.0
9580,0.0
9584,0.0
9585,0.0
9587,0.0
9590,0.0
9592,0.0
9593,0.0
9599,-1.0
9608,0.0
9610,-1.0
9611,0.0
9615,-1.0
9627,0.0
9632,0.0
9645,0.0
9652,0.0
9654,0.0
9677,0.0
9685,0.0
9686,0.0
9694,0.0
9714,0.0
9738,0.0
9756,0.0
9761,0.0
9771,0.0
9777,0.0
9783,0.0
9796,0.0
9798,0.0
9799,0.0
9810,0.0
9821,0.0
9825,0.0
9836,0.0
9847,0.0
9849,0.0
9860,0.0
9868,0.0
9870,0.0
9874,0.0
9876,0.0
9887,0.0
9890,0.0
9894,0.0
9900,0.0
9918,0.0
9920,0.0
9922,0.0
9926,0.0
9935,0.0
9951,0.0
9956,0.0
9968,0.0
9988,0.0
9994,-1.0
10005,0.0
10018,-1.0
10030,0.0
10065,0.0
10066,0.0
10069,0.0
10070,0.0
10084,0.0
10088,1.0
10099,0.0
10106,1.0
10110,0.0
10117,1.0
10128,0.0
10143,0.0
10146,0.0
10161,0.0
10169,0.0
10170,0.0
10171,0.0
10177,0.0
10181,0.0
10184,0.0
10192,0.0
10212,0.0
10215,0.0
10216,0.0
10219,0.0
10223,0.0
10227,0.0
10232,0.0
10249,0.0
10250,0.0
10266,0.0
10268,0.0
10272,0.0
10283,0.0
10287,0.0
10299,0.0
10310,0.0
10316,0.0
10324,0.0
10327,0.0
10342,0.0
10358,0.0
10372,0.0
10373,0.0
10374,0.0
10380,0.0
10388,0.0
10391,0.0
10393,0.0
10395,0.0
10396,0.0
10399,0.0
10407,0.0
10420,0.0
10431,0.0
10434,0.0
10440,0.0
10446,0.0
10457,0.0
10470,0.0
10489,0.0
10491,0.0
10492,0.0
10494,0.0
10504,0.0
10505,0.0
10508,0.0
10510,0.0
10520,0.0
10525,0.0
10528,0.0
10537,0.0
10549,0.0
10557,0.0
10558,0.0
10564,0.0
10565,0.0
10585,0.0
10595,0.0
10597,0.0
10616,0.0
10638,0.0
10641,0.0
10645,0.0
10658,0.0
10661,0.0
10673,0.0
10699,0.0
10703,0.0
10714,0.0
10720,0.0
10728,0.0
10754,0.0
10755,0.0
10757,0.0
10766,0.0
10768,0.0
10778,0.0
10791,0.0
10796,0.0
10799,0.0
10803,0.0
10804,-1.0
10811,0.0
10815,-1.0
10820,0.0
10821,-1.0
10822,0.0
10830,-1.0
10848,0.0
10850,0.0
10854,0.0
10859,0.0
10861,0.0
10862,0.0
10863,0.0
10880,0.0
10882,0.0
10893,0.0
10895,0.0
10898,0.0
10902,0.0
10928,-1.0
10936,0.0
10941,-1.0
10969,0.0
10972,-1.0
10981,0.0
10988,0.0
10994,0.0
11006,0.0
11007,0.0
11009,-1.0
11013,0.0
11022,-1.0
11023,0.0
11025,0.0
11033,0.0
11034,0.0
11037,0.0
11039,0.0
11046,0.0
11070,-1.0
11073,0.0
11074,-1.0
11095,1.0
11120,-1.0
11136,1.0
11137,0.0
11138,1.0
11139,0.0
11140,1.0
11144,0.0
11148,1.0
11181,0.0
11193,0.0
11197,-1.0
11211,0.0
11214,-1.0
11231,1.0
11253,-1.0
11257,0.0
11259,-1.0
11276,0.0
11279,-1.0
11292,0.0
11294,0.0
11301,0.0
11309,0.0
11310,0.0
11321,-1.0
11338,0.0
11342,-1.0
11352,0.0
11354,-1.0
11355,0.0
11356,-1.0
11357,0.0
11364,-1.0
11383,0.0
11392,0.0
11395,0.0
11408,0.0
11411,0.0
11412,0.0
11416,1.0
11421,0.0
11422,0.0
11434,0.0
11435,0.0
11445,-1.0
11476,0.0
11482,0.0
11489,0.0
11518,-1.0
11530,0.0
11531,-1.0
11532,0.0
11537,-1.0
11550,0.0
11559,0.0
11566,0.0
11577,0.0
11585,0.0
11605,0.0
11620,1.0
11639,0.0
11654,1.0
11655,0.0
11662,1.0
11673,0.0
11674,1.0
11678,0.0
11696,0.0
11706,-1.0
11713,0.0
11714,-1.0
11742,0.0
11750,0.0
11752,1.0
11769,0.0
11770,0.0
11774,-1.0
11784,0.0
11794,-1.0
11819,0.0
11840,-1.0
11845,0.0
11846,0.0
11848,0.0
11858,-1.0
11865,0.0
11866,0.0
11867,0.0
11875,0.0
11885,1.0
11906,0.0
11925,0.0
11927,0.0
11936,0.0
11953,0.0
11961,0.0
11963,0.0
11966,0.0
11968,0.0
11979,0.0
11991,0.0
11996,0.0
12024,0.0
12051,0.0
12059,0.0
12068,0.0
12079,0.0
12090,1.0
12094,0.0
12106,1.0
12123,0.0
12153,0.0
12160,0.0
12169,0.0
12177,-1.0
12187,0.0
12189,-1.0
12192,0.0
12198,-1.0
12214,0.0
12246,0.0
12247,0.0
12248,0.0
12249,0.0
12263,0.0
12266,0.0
12272,0.0
12273,0.0
12278,0.0
12288,1.0
12314,0.0
12339,0.0
12343,0.0
12344,0.0
12355,0.0
12359,0.0
12362,0.0
12367,0.0
12369,0.0
12371,0.0
12372,0.0
12375,0.0
12385,0.0
12393,0.0
12394,0.0
12399,0.0
12400,0.0
12405,0.0
12427,0.0
12453,0.0
12477,0.0
12478,0.0
12486,0.0
12488,0.0
12489,0.0
12491,0.0
12503,0.0
12506,0.0
12508,0.0
12517,0.0
12518,0.0
12535,0.0
12545,0.0
12546,0.0
12555,0.0
12566,0.0
12570,0.0
12573,0.0
12588,0.0
12602,0.0
12604,-1.0
12615,0.0
12623,-1.0
12641,0.0
12652,0.0
12657,0.0
12672,0.0
12674,0.0
12692,0.0
12696,0.0
12699,0.0
12716,0.0
12720,0.0
12726,0.0
12743,0.0
12754,0.0
12759,0.0
12763,0.0
12764,0.0
12766,0.0
12772,0.0
12792,0.0
12801,0.0
12807,0.0
12817,0.0
12819,0.0
12828,0.0
12838,0.0
12841,0.0
12855,0.0
12876,0.0
12891,1.0
12913,0.0
12953,0.0
12961,0.0
12970,0.0
12971,0.0
12972,0.0
12981,0.0
12989,0.0
12992,0.0
12996,0.0
13006,0.0
13007,0.0
13015,0.0
13031,0.0
13039,0.0
13047,0.0
13054,0.0
13057,0.0
13065,0.0
13066,0.0
13067,0.0
13068,0.0
13070,0.0
13078,0.0
13090,0.0
13091,0.0
13097,0.0
13100,0.0
13101,0.0
13108,1.0
13114,0.0
13125,1.0
13151,0.0
13152,0.0
13153,0.0
13165,0.0
13170,0.0
13184,0.0
13191,0.0
13196,0.0
13197,0.0
13199,0.0
13200,0.0
13205,0.0
13206,0.0
13221,0.0
13222,0.0
13223,0.0
13231,0.0
13232,1.0
13239,0.0
13242,1.0
13243,0.0
13246,1.0
13247,0.0
13249,1.0
13250,-1.0
13251,1.0
13252,-1.0
13260,1.0
13261,-1.0
13264,1.0
13279,-1.0
13297,0.0
13325,0.0
13330,0.0
13332,0.0
13334,0.0
13341,0.0
13342,0.0
13344,0.0
13346,0.0
13358,0.0
13367,0.0
13385,0.0
13395,0.0
13403,0.0
13405,0.0
13407,0.0
13408,0.0
13414,0.0
13428,0.0
13433,0.0
13434,0.0
13451,0.0
13460,0.0
13461,0.0
13464,0.0
13467,0.0
13478,0.0
13512,0.0
13528,0.0
13529,0.0
13536,0.0
13542,0.0
13550,0.0
13555,0.0
13565,0.0
13568,0.0
13570,0.0
13572,0.0
13573,0.0
13581,0.0
13590,0.0
13601,0.0
13607,0.0
13610,0.0
13625,0.0
13636,0.0
13650,0.0
13651,0.0
13652,0.0
13656,0.0
13658,0.0
13669,0.0
13670,0.0
13673,0.0
13677,0.0
13678,0.0
13681,0.0
13682,0.0
13687,0.0
13690,0.0
13693,0.0
13695,0.0
13697,0.0
13703,0.0
13708,0.0
13709,0.0
13710,0.0
13730,0.0
13731,0.0
13743,0.0
13746,0.0
13758,0.0
13780,0.0
13793,0.0
13794,0.0
13799,0.0
13807,0.0
13808,0.0
13810,0.0
13812,0.0
13814,0.0
13822,0.0
13827,0.0
13830,0.0
13832,0.0
13842,0.0
13847,0.0
13848,0.0
13849,0.0
13851,0.0
13852,0.0
13859,0.0
13860,0.0
13870,0.0
13887,0.0
13910,0.0
13916,0.0
13924,0.0
13936,0.0
13940,0.0
13947,0.0
13954,0.0
13961,0.0
13972,0.0
13986,0.0
13997,0.0
14000,0.0
14025,0.0
14033,0.0
14034,0.0
14048,0.0
14050,0.0
14060,0.0
14063,0.0
14064,0.0
14073,0.0
14076,0.0
14077,0.0
14082,0.0
14085,0.0
14103,0.0
14108,0.0
14110,0.0
14112,0.0
14116,0.0
14121,0.0
14126,1.0
14127,0.0
14128,1.0
14129,0.0
14130,1.0
14140,0.0
14142,1.0
14148,0.0
14154,1.0
14169,0.0
14178,0.0
14182,0.0
14194,0.0
14200,0.0
14226,0.0
14246,0.0
14248,0.0
14251,0.0
14264,0.0
14271,0.0
14276,0.0
14284,0.0
14287,0.0
14288,0.0
14296,0.0
14305,0.0
14313,0.0
14314,0.0
14318,0.0
14323,0.0
14337,0.0
14344,0.0
14347,0.0
14357,-1.0
14358,0.0
14368,-1.0
14369,0.0
14370,-1.0
14387,0.0
14395,0.0
14397,0.0
14426,0.0
14432,0.0
14438,0.0
14443,0.0
14444,0.0
14451,0.0
14473,0.0
14493,0.0
14502,0.0
14505,0.0
14520,0.0
14525,0.0
14526,0.0
14539,0.0
14546,0.0
14557,0.0
14560,0.0
14570,0.0
14574,0.0
14577,0.0
14583,0.0
14585,0.0
14596,0.0
14610,0.0
14615,0.0
14631,1.0
14637,0.0
14638,1.0
14673,0.0
14687,0.0
14688,0.0
14702,0.0
14712,0.0
14713,0.0
14727,0.0
14732,0.0
14734,0.0
14739,0.0
14745,0.0
14750,0.0
14763,0.0
14768,0.0
14777,0.0
14784,0.0
14791,0.0
14793,0.0
14796,0.0
14801,0.0
14809,0.0
14825,0.0
14830,0.0
14833,0.0
14858,0.0
14867,1.0
14869,0.0
14874,1.0
14875,0.0
14881,1.0
14895,0.0
14899,1.0
14914,0.0
